reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-21,wk flu hosp rate change,1,2026-02-28,13,pmf,large_increase,0.001
2026-02-21,wk flu hosp rate change,1,2026-02-28,13,pmf,stable,0.377
2026-02-21,wk flu hosp rate change,1,2026-02-28,15,pmf,decrease,0.334
2026-02-21,wk flu hosp rate change,1,2026-02-28,15,pmf,increase,0.268
2026-02-21,wk flu hosp rate change,1,2026-02-28,15,pmf,large_decrease,0.002
2026-02-21,wk flu hosp rate change,1,2026-02-28,15,pmf,large_increase,0.086
2026-02-21,wk flu hosp rate change,1,2026-02-28,15,pmf,stable,0.3099999999999999
2026-02-21,wk flu hosp rate change,1,2026-02-28,16,pmf,decrease,0.35
2026-02-21,wk flu hosp rate change,1,2026-02-28,16,pmf,increase,0.129
2026-02-21,wk flu hosp rate change,1,2026-02-28,16,pmf,large_decrease,0.001
2026-02-21,wk flu hosp rate change,1,2026-02-28,16,pmf,large_increase,0.001
2026-02-21,wk flu hosp rate change,1,2026-02-28,16,pmf,stable,0.519
2026-02-21,wk flu hosp rate change,1,2026-02-28,17,pmf,decrease,0.7142857142857143
2026-02-21,wk flu hosp rate change,1,2026-02-28,17,pmf,increase,0.1188811188811189
2026-02-21,wk flu hosp rate change,1,2026-02-28,17,pmf,large_decrease,0.0019980019980019984
2026-02-21,wk flu hosp rate change,1,2026-02-28,17,pmf,large_increase,0.0019980019980019984
2026-02-21,wk flu hosp rate change,1,2026-02-28,17,pmf,stable,0.16283716283716287
2026-02-21,wk flu hosp rate change,1,2026-02-28,18,pmf,decrease,0.7622377622377622
